ticker  name    index   price   market_cap
KOO	Kooth	FTSE AIM	247.00	81.6
SBSI	Schroder Bsc Social Impact Trust	FTSE Fledgling	95.50	81.2
HOT	Henderson Opportunities Trust	FTSE Fledgling	1,027.50	81.2
MHN	Menhaden	FTSE Fledgling	102.00	80.8
AJIT	Abrdn Japan Investment Trust	FTSE Fledgling	647.50	80.5
BLV	Belvoir Group	FTSE AIM	214.00	79.8
SDRY	Superdry	FTSE Small Cap	81.40	79.7
MIGO	Migo Opportunities Trust	FTSE Fledgling	323.50	79.3
CGH	Chaarat Gold Holdings Ltd	FTSE AIM	11.50	79.3
WINE	Naked Wines	FTSE AIM	107.00	79.2
MSI	MS International	FTSE AIM	480.00	78.9
MIG4	Mobeus Income & Growth 4 VCT		71.50	78.9
STCM	Steppe Cement Ltd	FTSE AIM	36.00	78.8
ARTL	Alpha Real Trust Ltd		136.50	78.8
EUA	Eurasia Mining	FTSE AIM	2.75	78.6
NEXS	Nexus Infrastructure	FTSE AIM	170.00	78.5
SAR	Sareum Holdings	FTSE AIM	115.00	78.3
AREC	Arecor Therapeutics	FTSE AIM	255.00	78.1
AXI	Axiom European Financial Debt Ltd	FTSE Fledgling	85.00	78.1
SPSC	Spectra Systems Corp	FTSE AIM	170.00	77.7
SPSY	Spectra Systems Corp	FTSE AIM	172.50	77.7
SHRS	Shires Income	FTSE Fledgling	250.50	77.6
BKS	Beeks Financial Cloud Group	FTSE AIM	118.00	77.3
PRE	Pensana Rare Earths		30.30	77.3
EAH	Eco Animal Health Group	FTSE AIM	113.50	76.9
YU.	Yu Group	FTSE AIM	460.00	76.7
KGH	Knights Group Holdings	FTSE AIM	89.00	76.4
DLAR	De La Rue	FTSE Small Cap	39.05	76.3
DIA	Dialight	FTSE Fledgling	230.00	75.8
ZAMZ	Zamaz		10.50	74.7
RFX	Ramsdens Holdings	FTSE AIM	233.50	74.1
VNH	Vietnam Holding Ltd	FTSE Fledgling	260.50	74.0
RM.	RM	FTSE Fledgling	88.20	74.0
CPH2	Clean Power Hydrogen	FTSE AIM	27.50	73.8
CML	CML Microsystems	FTSE AIM	475.00	73.6
ASTO	AssetCo	FTSE AIM	52.00	73.3
D4T4	D4t4 Solutions	FTSE AIM	181.50	72.3
IKA	Ilika	FTSE AIM	45.50	72.1
HSD	Hansard Global	FTSE Fledgling	51.90	71.4
DPEU	DP Eurasia NV	FTSE Fledgling	49.00	71.4
SYME	Supply@Me Capital		0.13	71.3
CAU	Centaur Media	FTSE Fledgling	48.50	71.2
4BB	4basebio	FTSE AIM	575.00	70.8
AEET	Aquila Energy Efficiency Trust	FTSE Fledgling	70.50	70.5
QRT	Quarto Group Inc		172.00	70.3
MATE	JPMorgan Multi-Asset Trust	FTSE Fledgling	91.25	70.3
DXRX	Diaceutics	FTSE AIM	81.50	68.8
TENG	Ten Lifestyle Group	FTSE AIM	82.00	68.8
JIM	Jarvis Securities	FTSE AIM	152.50	68.2
ART	The Artisanal Spirits Company	FTSE AIM	97.50	68.0
IES	Invinity Energy Systems	FTSE AIM	35.50	67.8
ELCO	Eleco	FTSE AIM	81.50	67.8
IOF	Iofina	FTSE AIM	35.25	67.6
EJFI	EJF Investments Ltd		110.50	67.6
JOG	Jersey Oil and Gas	FTSE AIM	207.50	67.6
CRS	Crystal Amber Fund Ltd	FTSE AIM	81.00	67.4
TOWN	Town Centre Securities	FTSE Fledgling	138.50	67.1
PGH	Personal Group Holdings	FTSE AIM	214.00	66.9
SMJ	J Smart & Co Contractors	FTSE Fledgling	164.50	66.7
SPE	Sopheon	FTSE AIM	625.00	66.5
DFCH	Distribution Finance Capital Holdings	FTSE AIM	37.00	66.4
FLO	Flowtech Fluidpower	FTSE AIM	107.75	66.3
CTO	TClarke	FTSE Fledgling	150.00	66.2
BEN	Bens Creek Group	FTSE AIM	16.50	65.9
DWHT	Dewhurst	FTSE AIM	1,075.00	65.4
DWHA	Dewhurst	FTSE AIM	625.00	65.4
EBQ	Ebiquity	FTSE AIM	48.00	65.4
CIC	Conygar Investment Company	FTSE AIM	109.50	65.3
TENT	Triple Point Energy Transition		65.00	65.0
ZNWD	Zinnwald Lithium	FTSE AIM	13.70	64.9
TRU	TruFin	FTSE AIM	68.50	64.5
RNO	Renold	FTSE AIM	28.20	63.6
CHSS	World Chess		9.50	63.4
LIV	Livermore Investments Group Ltd	FTSE AIM	38.00	62.8
ECO	Eco (Atlantic) Oil & Gas Ltd	FTSE AIM	17.50	62.8
SAV	Savannah Resources	FTSE AIM	3.68	62.2
AOM	ActiveOps	FTSE AIM	87.00	62.1
AAVC	Albion Venture Capital Trust		47.60	62.0
MIG5	Maven Income & Growth VCT 5		33.00	61.6
EMH	European Metals Holdings Ltd	FTSE AIM	32.00	61.6
SMD	Spectral MD Holdings Ltd	FTSE AIM	45.00	61.3
LIKE	Likewise Group	FTSE AIM	25.00	61.0
ALU	Alumasc Group	FTSE AIM	167.50	60.5
AET	Afentra	FTSE AIM	27.23	59.9
FTSE Small Cap exit level = 59.9			
MIND	Mind Gym	FTSE AIM	59.50	59.6
STAF	Staffline Group	FTSE AIM	35.95	59.6
PMP	Portmeirion Group	FTSE AIM	425.00	59.5
CUSN	Cornish Metals Inc	FTSE AIM	11.75	59.3
ZPHR	Zephyr Energy	FTSE AIM	3.70	59.1
REVB	Revolution Beauty Group	FTSE AIM	19.00	58.9
XPD	Xpediator	FTSE AIM	41.50	58.8
DPP	DP Poland	FTSE AIM	8.25	58.8
CCT	Character Group	FTSE AIM	304.00	58.7
MIG3	Maven Income & Growth VCT 3		52.50	58.4
MIG1	Maven Income & Growth VCT		41.00	58.3
NANO	Nanoco Group	FTSE Small Cap	18.00	58.0
BEMO	Baring Emerging EMEA Opportunities	FTSE Fledgling	489.00	57.8
EMAN	Everyman Media Group	FTSE AIM	63.00	57.4
ASCI	Aberdeen Smaller Companies Income Trust	FTSE Fledgling	259.00	57.3
SOS	Sosandar	FTSE AIM	23.00	57.1
AXL	Arrow Exploration Corp	FTSE AIM	23.75	56.8
AIRE	Alternative Income REIT	FTSE Fledgling	70.10	56.4
SCS	SCS Group	FTSE Fledgling	165.00	56.0
SPA	1Spatial Holdings	FTSE AIM	50.50	55.9
KBT	K3 Business Technology Group	FTSE AIM	125.00	55.9
HE1	Helium One Global Ltd	FTSE AIM	6.85	55.7
JEL	Jersey Electricity Company Ltd	FTSE Fledgling	477.00	55.5
MINI	Miton UK Microcap Trust	FTSE Fledgling	58.50	55.4
AURR	Aurrigo International	FTSE AIM	132.50	55.2
ETP	Eneraqua Technologies	FTSE AIM	165.00	54.8
MVI	Marwyn Value Investors Ltd		96.00	54.5
CFX	Colefax Group	FTSE AIM	752.50	54.5
MATD	Petro Matad Ltd	FTSE AIM	4.85	54.0
OTMP	OnTheMarket	FTSE AIM	69.50	53.9
BOTB	Best of the Best	FTSE AIM	565.00	53.2
WEN	Wentworth Resources Ltd	FTSE AIM	30.25	53.2
ENSI	Ensilica	FTSE AIM	68.00	53.1
MCB	McBride	FTSE Fledgling	30.50	53.1
BOOM	AudioBoom Group	FTSE AIM	322.50	52.8
MPAC	Mpac Group	FTSE AIM	257.50	52.7
SED	Saietta Group	FTSE AIM	51.00	52.5
PNS	Panther Securities	FTSE AIM	300.00	52.4
BILN	Billington Holdings	FTSE AIM	405.00	52.4
ESKN	Esken Ltd	FTSE Small Cap	5.10	52.3
POLX	Polarean Imaging	FTSE AIM	24.50	52.2
RKW	Rockwood Realisation		2,050.00	52.1
AFRK	Afarak Group		20.00	52.0
RLE	Real Estate Investors	FTSE AIM	30.00	51.8
AURA	Aura Energy Ltd	FTSE AIM	9.06	51.2
